strategy_id,strategy_label,seed,time,Q_phy,Q_comm,Q_mis,Q_overall,alive_nodes
distance_driven,Nearest-Neighbor Reconfiguration,23,11,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,12,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,13,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,14,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,15,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,16,1.0,1.0,1.0,1.0,100
distance_driven,Nearest-Neighbor Reconfiguration,23,17,0.8745365062914519,0.9127668088428343,1.0,0.9544718892938481,92
distance_driven,Nearest-Neighbor Reconfiguration,23,18,0.7651247117170833,0.7818229798361206,0.9444444444444444,0.8622987987343307,84
distance_driven,Nearest-Neighbor Reconfiguration,23,19,0.6703547923503343,0.6701192708306003,0.7222222222222222,0.6961825226023979,77
distance_driven,Nearest-Neighbor Reconfiguration,23,20,0.5921759237918834,0.5906001741968467,0.6666666666666666,0.6287122079115085,70
distance_driven,Nearest-Neighbor Reconfiguration,23,21,0.6086993343057072,0.6011402325447035,0.6666666666666666,0.6342814046937353,70
distance_driven,Nearest-Neighbor Reconfiguration,23,22,0.6160743760047868,0.6093753246492125,0.7037037037037037,0.6568744667442368,70
distance_driven,Nearest-Neighbor Reconfiguration,23,23,0.603090244695756,0.6211111846884645,0.7037037037037037,0.6615063971964488,70
distance_driven,Nearest-Neighbor Reconfiguration,23,24,0.6025978085600046,0.6249650428672091,0.7222222222222222,0.6724752708293554,70
distance_driven,Nearest-Neighbor Reconfiguration,23,25,0.6025978085600046,0.6294362782237695,0.7222222222222222,0.6744873267398076,70
distance_driven,Nearest-Neighbor Reconfiguration,23,26,0.6053825810287603,0.6320270095607782,0.7222222222222222,0.6757923944648994,70
